cnpj,uf,municipio,razao_social,nome_fantasia,porte,cnae_fiscal_descricao,data_inicio_atividade
12272084000100,AL,MACEIO,EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A.,EQUATORIAL ENERGIA ALAGOAS,DEMAIS,Distribuição de energia elétrica,1966-09-01
33000118001302,AL,MACEIO,TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL,,DEMAIS,Serviços de telefonia fixa comutada - STFC,2001-08-14
13385266000141,SP,SAO PAULO,CICERO GOMES DA SILVA MARKETING DIRETO,INY MARKETING DIRETO E SERVICOS,MICRO EMPRESA,Marketing direto,2011-02-23
31059064000191,SP,SAO PAULO,FELIPE VICTER PROJETOS DE MARKETING E NEGOCIOS,,MICRO EMPRESA,Marketing direto,2018-07-30
24005278000110,RJ,RIO DE JANEIRO,JULIANO DOS SANTOS DE SOUZA SITES,JULIANO SOUZA - CRIACAO DE SITES,MICRO EMPRESA,Web design,2016-01-19
19699593000154,AL,MACEIO,FJFR TRISTAO CHARGEL,SCHARGEL,MICRO EMPRESA,Filmagem de festas e eventos,2014-02-11
12200135000180,AL,MACEIO,MUNICIPIO DE MACEIO,MACEIO GABINETE PREFEITO,DEMAIS,Administração pública em geral,1974-12-23
76535764000658,AL,MACEIO,OI S.A. - EM RECUPERACAO JUDICIAL,OI,DEMAIS,Serviços de telefonia fixa comutada - STFC,2003-10-31
24472748000155,AL,MACEIO,EQUILIBRIO SERVICOS LTDA,ROTACAR LOCADORA,DEMAIS,Locação de automóveis sem condutor,1990-01-09
39580673000101,AL,MACEIO,BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A.,BRK AMBIENTAL,DEMAIS,"Captação, tratamento e distribuição de água",2020-10-27
27246281000113,AL,CANAPI,AUTO POSTO KELLY BEZERRA LTDA,AUTO POSTO KELLY BEZERRA,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2017-03-07
1242690000239,AL,ARAPIRACA,IBN PINTO E SILVA & CIA LTDA,ECOPOSTO JOTA PINTO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1999-06-28
41169117000180,AL,MACEIO,MARIO JORGE DE ALENCAR SANTANA 09614615435,MARIO JORGE DE ALECNAR SANTANA,MICRO EMPRESA,"Edição de cadastros, listas e de outros produtos gráficos",2021-03-10
13564704000139,AL,ARAPIRACA,AUTO POSTO BALSAMO LTDA,AUTO POSTO BALSAMO,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2011-04-28
6274757000150,MA,SAO LUIS,COMPANHIA DE SANEAMENTO AMBIENTAL DO MARANHAO-CAEMA,CAEMA,DEMAIS,"Captação, tratamento e distribuição de água",1971-12-28
8695361000101,MA,IMPERATRIZ,CENTRAL ALARME EIRELI,CENTRAL ALARME,MICRO EMPRESA,Atividades de monitoramento de sistemas de segurança eletrônico,2007-03-05
40432544024593,MA,SAO LUIS,CLARO S.A.,CLARO,DEMAIS,Telefonia móvel celular,2008-01-09
6272793000184,MA,SAO LUIS,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A,EQUATORIAL ENERGIA MARANHAO,DEMAIS,Distribuição de energia elétrica,1965-12-31
35650292000192,MA,SAO LUIS,G BORGES SIMOES SERVICOS PATRIMONIAIS,AG FENIX,EMPRESA DE PEQUENO PORTE,Atividades de vigilância e segurança privada,2019-11-28
24925600000129,MA,SAO LUIS,GASPAR EMPREENDIMENTOS IMOBILIARIOS LTDA,,EMPRESA DE PEQUENO PORTE,Aluguel de imóveis próprios,2016-06-02
1979721000158,MA,SAO LUIS,TECMAN INFORMATICA LTDA,TECMAN COPIADORAS,MICRO EMPRESA,Comércio varejista de artigos de papelaria,1997-07-21
32692708000147,DF,BRASILIA,INOP - INSTITUTO NACIONAL DE ORCAMENTO PUBLICO LTDA,INS. NAC. DE ORCAMENTO PUBLICO - INOP,MICRO EMPRESA,Serviços combinados de escritório e apoio administrativo,2019-02-07
23214187000121,DF,BRASILIA,NATANE BRUNA BARBOSA BRITES 00737812150,MBB - INFORMATICA,MICRO EMPRESA,Treinamento em informática,2015-09-03
12757808000105,MA,SAO LUIS,R.C. PEREIRA JUNIOR SERVICOS EIRELI,WR TELECOM,MICRO EMPRESA,Serviços de comunicação multimídia - SCM,2010-10-26
29868794000191,DF,BRASILIA,H3I AGENCIA DE TURISMO LTDA,H3I AGENCIA DE TURISMO,MICRO EMPRESA,Agências de viagens,2018-03-07
35913614000149,DF,BRASILIA,OSMAR DA CRUZ SERVICOS TECNICOS EM TECNOLOGIA DA INFORMACAO,OMR CRUZ SERVICOS TECNOLOGICOS,MICRO EMPRESA,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",2020-01-07
7319323000191,DF,BRASILIA,PANTANAL-VEICULOS LTDA,EUROPCAR ALUGUEL DE CARROS,EMPRESA DE PEQUENO PORTE,Serviço de transporte de passageiros - locação de automóveis com motorista,2005-04-05
66970229014389,MA,SAO LUIS,CLARO NXT TELECOMUNICACOES S/A,NEXTEL TELECOMUNICACOES LTDA,DEMAIS,Serviço móvel especializado - SME,2011-10-25
9056831000150,DF,BRASILIA,SOLUCAO TURISMO LTDA,RELP,MICRO EMPRESA,Agências de viagens,2007-09-06
16907400000115,ES,SERRA,ALERTRACK SOLUCOES EM TECNOLOGIA LTDA,ALERTRACK SOLUCOES,MICRO EMPRESA,Provedores de acesso às redes de comunicações,2012-09-24
28111762000184,AL,MACEIO,OLIVEIRA E LIMA CONSULTORIA LTDA,"GESTOTUS CONSULTORIA, ASSESSORIA E TREINAMENTO",MICRO EMPRESA,Treinamento em desenvolvimento profissional e gerencial,2017-07-05
27409261000116,AL,MACEIO,SAULO LEITE DA SILVA 03769122437,,MICRO EMPRESA,Marketing direto,2017-03-29
11035380000116,AL,MACEIO,BARROS MELO COMUNICACAO LTDA,CADA MINUTO.COM,MICRO EMPRESA,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",2009-08-10
21603859000165,AL,ARAPIRACA,JACQUELINE DA SILVA TENORIO EIRELI,7 SEGUNDOS,EMPRESA DE PEQUENO PORTE,"Portais, provedores de conteúdo e outros serviços de informação na internet",2014-12-19
9109567003948,AL,MACEIO,LA HOTELS EMPREENDIMENTOS 1 LTDA.,,DEMAIS,Hotéis,2017-11-01
12975538000109,AL,MACEIO,SERVICOS AUTOMOTIVOS PONTA VERDE LTDA,POSTO PONTA VERDE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1988-06-30
19114125001576,RS,PORTO ALEGRE,LAGHETTO HOTEIS LTDA,,DEMAIS,Hotéis,2019-11-08
19570822000136,AL,MACEIO,M. R. DOS SANTOS SOBRINHO PINTURAS,M R PINTURAS,MICRO EMPRESA,Serviços de pintura de edifícios em geral,2014-01-22
14725414000192,AL,MACEIO,S B SERVICOS DIGITAIS LTDA,S B SERVICOS DIGITAIS,MICRO EMPRESA,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",2011-11-14
8850765000122,AL,MACEIO,MACEIO ATLANTIC ADMINISTRADORA HOTELEIRA E COMERCIAL LTDA,MACEIO ATLANTIC SUITES,DEMAIS,Apart-hotéis,2007-05-29
11073085000154,AL,ARAPIRACA,RB EMPREENDIMENTOS TURISTICOS LTDA,,DEMAIS,Hotéis,2009-08-21
69991214000173,AL,MACEIO,TEMA SERVICOS LTDA,,MICRO EMPRESA,Atividades de franqueadas do Correio Nacional,1993-10-26
2223966003643,PE,RECIFE,ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA,,DEMAIS,Apart-hotéis,2003-10-03
41163486000247,AL,NOVO LINO,AUTO POSTO NOVO LINO LTDA,AUTO POSTO NOVO LINO II,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2013-01-23
32285180000191,AL,DELMIRO GOUVEIA,COMPLEXO TURISTICO ALTO DO SAO FRANCISCO LTDA,HOTEL ALINE,EMPRESA DE PEQUENO PORTE,Hotéis,2018-12-19
17217599000112,PE,RECIFE,SVC HOTEIS LTDA,SVC HOTEIS,DEMAIS,Hotéis,2012-11-28
3706565000187,SP,SAO PAULO,VOZ EM MOVIMENTO PRODUCOES ARTISTICAS LTDA,,MICRO EMPRESA,Atividades de sonorização e de iluminação,2000-03-21
23619452000151,AL,MACEIO,MAUCON EMPREENDIMENTOS LTDA,FLIX HOTEL,DEMAIS,Hotéis,2015-11-08
25383341000114,DF,BRASILIA,AGO CONSULTORIA LTDA,,MICRO EMPRESA,Marketing direto,2016-08-05
36205427000173,AL,MACEIO,E A DE FARIAS BRITO,ANTENA 7,MICRO EMPRESA,Atividades de rádio,2020-01-31
36213127000136,BA,SALVADOR,FERNANDA FERNANDES DIAS 06254826542,DIAS DIGITAIS,MICRO EMPRESA,Promoção de vendas,2020-01-31
38087682000194,RS,SANTA MARIA,JEFERSON FERNANDO SILVA DE ARAUJO,JEPH,MICRO EMPRESA,"Edição de cadastros, listas e de outros produtos gráficos",2020-08-13
42214120000131,BA,SALVADOR,LAISSA LAIS LOPES COSTA 02515057586,CACTO COMUNICACOES,MICRO EMPRESA,Edição de jornais não diários,2021-06-06
29633902000147,AL,ARAPIRACA,AUTO POSTO BRENO LTDA,AUTO POSTO BRENO,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2018-02-06
24511901000106,AL,DELMIRO GOUVEIA,CARLOS ANISIO GOMES 04137144460,CARLOS GOBEU PUBLICIDADE,MICRO EMPRESA,Outras atividades de publicidade não especificadas anteriormente,2016-04-04
19021255000169,AL,MACEIO,C4 SERVICOS DE COMUNICACAO LTDA,CM PRESS,EMPRESA DE PEQUENO PORTE,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",2013-10-07
5470944000146,AL,ARAPIRACA,DPA - DIVULGACAO E PROMOCOES ARTISTICAS EIRELI,NENO PUBLICIDADE,MICRO EMPRESA,"Portais, provedores de conteúdo e outros serviços de informação na internet",2003-01-09
14450061000165,AL,DELMIRO GOUVEIA,ISMAEL SANDES CORREIA,M A DIVULGACOES,MICRO EMPRESA,Atividades de gravação de som e de edição de música,2011-09-22
33077895000111,AL,MACEIO,ITAMACLYSON OLIVEIRA SILVA 11340423456,HOUSE ADG,MICRO EMPRESA,Impressão de material para uso publicitário,2019-03-19
23892349000180,AL,MACEIO,JA COMUNICAÇÃO LTDA,7 SEGUNDOS MACEIO,EMPRESA DE PEQUENO PORTE,"Portais, provedores de conteúdo e outros serviços de informação na internet",2015-12-29
38275804000176,AL,DELMIRO GOUVEIA,QUITERIA BARROS DA SILVA EIRELI,GRAFICA ANNE CARTUCHOS,MICRO EMPRESA,Impressão de material para uso publicitário,2020-08-31
12364139000101,AL,MACEIO,RADIO JORNAL DE HOJE LTDA,,EMPRESA DE PEQUENO PORTE,Atividades de rádio,1975-10-15
12949277000144,AL,DELMIRO GOUVEIA,RADIO PIONEIRA DE DELMIRO GOUVEIA LTDA,,DEMAIS,Atividades de rádio,1988-05-02
3793565000323,AL,DELMIRO GOUVEIA,SISTEMA COSTA DOURADA DE RADIODIFUSAO EIRELI,,DEMAIS,Atividades de rádio,2014-03-20
8610370000152,AL,MARECHAL DEODORO,SISTEMA IMPERIAL DE COMUNICACAO LTDA,,MICRO EMPRESA,Atividades de rádio,1983-05-25
12186524000106,AL,MACEIO,TV GAZETA DE ALAGOAS LTDA - EM RECUPERACAO JUDICIAL,,DEMAIS,Atividades de televisão aberta,1973-02-09
16813723000140,AL,PENEDO,A F MELO POUSADA EIRELI,HOTEL ENCANTOS DE PENEDO,MICRO EMPRESA,Hotéis,2012-08-30
10353135000194,AL,MARAGOGI,HEVERLANE CARLOS DA SILVA & CIA LTDA,POUSADA DOS JANGADEIROS,MICRO EMPRESA,Hotéis,2008-07-22
17348259000120,AL,DELMIRO GOUVEIA,POSTO ALINE LTDA,POSTO ALINE,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2012-12-28
12968806000157,AL,SANTANA DO IPANEMA,RADIO MILENIO FM LTDA,,MICRO EMPRESA,Atividades de rádio,1988-05-16
27573128000109,AL,SANTANA DO IPANEMA,F2 HOTELARIA LTDA,HOTEL PRIVILLEGE,EMPRESA DE PEQUENO PORTE,Hotéis,2017-04-20
15490520000105,SP,BARRETOS,HIB HOTEIS E CONDOMINIOS LTDA,,DEMAIS,Hotéis,2012-05-02
12540803000118,AL,PENEDO,MELHORAMENTOS DE PENEDO LTDA,,MICRO EMPRESA,Hotéis,1966-09-23
24602755000124,AL,MACEIO,MARIA MADALENA DA SILVA,NOSSA GRAFICA,MICRO EMPRESA,Impressão de material para uso publicitário,2016-04-15
29372672000100,AL,PALMEIRA DOS INDIOS,PEDRO FERNANDO DE OLIVEIRA GOES 06950010435,PALMEIRA DIVULGACOES,MICRO EMPRESA,Marketing direto,2018-01-06
26131053000135,AL,ARAPIRACA,WHATCH PUBLICIDADE EIRELI,WHATCH PUBLICIDADE,MICRO EMPRESA,Agências de publicidade,2016-09-09
29774472000183,AL,ARAPIRACA,AUTO HOTEL BLUE EIRELI,HOTEL BLUE,MICRO EMPRESA,Hotéis,2018-02-26
21462487000102,MG,NOVA LIMA,CONDOMINIO E-OFFICE,,DEMAIS,Condomínios prediais,2011-07-15
14108573000148,MG,BELO HORIZONTE,SASAKI SYSTEM COMERCIO E SERVICOS LTDA,COPY PRINTER,MICRO EMPRESA,Aluguel de máquinas e equipamentos para escritórios,2011-08-11
27402084000146,MG,NOVA LIMA,ORO DIGITAL LTDA,,EMPRESA DE PEQUENO PORTE,Desenvolvimento de programas de computador sob encomenda,2017-03-28
21749227000104,MG,DIVINOPOLIS,VEREDAS ASSESSORIA E CONSULTORIA PUBLICA E PRIVADA EIRELI,,EMPRESA DE PEQUENO PORTE,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",2015-01-26
29032820000147,DF,BRASILIA,BELIZE COMPANY AUTO POSTO LTDA,BELIZE COMPANY AUTO POSTO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2017-11-03
306597006995,DF,BRASILIA,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-01-03
4437401000164,MG,NOVA LIMA,POSTO CURVA DO RETIRO LTDA,POSTO CURVA DO RETIRO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2001-05-11
747850000158,MG,BELO HORIZONTE,POSTO ENTRADA OBRIGATORIA LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1995-08-09
21546429000159,MG,BELO HORIZONTE,PLANALTO POSTO DE SERVICO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1985-11-08
17011467000130,MG,NOVA LIMA,POSTO S.R. LTDA,POSTOS SR,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2012-10-16
18007445000169,MG,BELO HORIZONTE,POSTO CAMOES LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2013-04-26
23957236000116,MG,BELO HORIZONTE,PORT PAPELARIA INFORMATICA E UTILIDADES LTDA.,PORT,DEMAIS,Comércio varejista de artigos de papelaria,1993-03-09
1021870000100,MG,NOVA LIMA,GRAFER COMERCIAL LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1996-01-28
22934889000117,MG,NOVA LIMA,MUNICIPIO DE NOVA LIMA,NOVA LIMA PREFEITURA GABINETE DO PREFEITO,DEMAIS,Administração pública em geral,1968-04-17
11128593000192,MG,NOVA LIMA,COPYGREEN OUTSOURCING DE IMPRESSAO E SOLUCOES DIGITAIS EIRELI,COPYGREEN OUTSOURCING,EMPRESA DE PEQUENO PORTE,Fotocópias,2009-09-09
29178006000135,DF,BRASILIA,AUTO POSTO LAGO NORTE LTDA,,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2017-11-30
15680284000181,DF,BRASILIA,TAVARES COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,POSTO GT,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-06-01
28868264000180,DF,BRASILIA,AUTO POSTO CONCORDE LTDA,JK COMBUSTIVEIS,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2017-10-09
13018171000190,SE,ARACAJU,COMPANHIA DE SANEAMENTO DE SERGIPE DESO,,DEMAIS,"Captação, tratamento e distribuição de água",1970-03-18
4986738000120,SE,ARACAJU,JFC CONSTRUCOES LTDA,,DEMAIS,Construção de edifícios,2002-03-06
20999092000172,SE,ARACAJU,JFC TRADE CENTER,JFC TRADE CENTER,DEMAIS,Condomínios prediais,2014-09-05
2558157002530,SE,ARACAJU,TELEFONICA BRASIL S.A.,,DEMAIS,Serviços de telefonia fixa comutada - STFC,2002-08-21
2577651000174,SE,ARACAJU,W. G. PRODUCOES E PUBLICIDADE LTDA,W. G. PRODUCOES,EMPRESA DE PEQUENO PORTE,Agências de publicidade,1998-06-16
37069853000190,DF,BRASILIA,PLAZA BRASILIA HOTEIS E TURISMO LTDA.,MANHATTAN PLAZA,DEMAIS,Hotéis,1992-02-10
3276109000144,SE,CANINDE DE SAO FRANCISCO,AUTO POSTO CAVALCANTE LTDA,POSTO CANINDE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1999-07-13
26102119000169,SE,MONTE ALEGRE DE SERGIPE,POSTO SANTOS & OLIVEIRA LTDA,POSTO NENZITA IV,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,2016-09-05
32864795000172,SE,ARACAJU,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - MATRIZ,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1992-10-26
34848898000174,PR,SAO JOSE DOS PINHAIS,ANA PAULA BATISTOTI 99666383934,PEAKALIKA TURISMO,MICRO EMPRESA,Agências de viagens,2019-09-12
689380000113,DF,BRASILIA,KARSERV COMBUSTIVEIS LUBRIFICANTES E SERVICOS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1982-12-30
5297480001602,SE,ARACAJU,PETROX COMERCIAL LTDA,PETROX,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2009-06-10
15083140000148,SE,ARACAJU,POSTO ARIBE EIRELI,POSTO ARIBE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1986-10-13
34028316586710,SE,ARACAJU,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,AC DISTRITO INDUSTRIAL ARACAJU,DEMAIS,Atividades do Correio Nacional,1988-07-06
32864795000415,SE,NOSSA SENHORA DO SOCORRO,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL JOAO ALVES,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-01-23
32864795000504,SE,ARACAJU,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL FRANCISCO PORTO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-01-23
32864795001063,SE,ARACAJU,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL LARANJEIRAS,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-01-03
32864795002205,SE,ARACAJU,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL FAROLANDIA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2015-10-16
32864795001306,SE,ITAPORANGA D'AJUDA,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL ITAPORANGA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-01-03
32864795002540,SE,ARACAJU,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL TECARMO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2016-12-16
32864795000253,SE,ARACAJU,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL TANCREDO NEVES,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2001-02-15
23425589000175,DF,BRASILIA,PARLABRASIL EIRELI,PARLATUBE,MICRO EMPRESA,"Portais, provedores de conteúdo e outros serviços de informação na internet",2015-10-02
8297710000722,SE,ARACAJU,ALPHA COMERCIAL DE COMBUSTIVEIS LTDA,POSTO ALPHA 07,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-07-05
32864795002035,SE,ARACAJU,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL DISTRITO INDUSTRIAL,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-07-23
32864795001659,SE,ARACAJU,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL ECOPOSTO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-01-03
66970229013145,SE,ARACAJU,CLARO NXT TELECOMUNICACOES S/A,,DEMAIS,Serviço móvel especializado - SME,2011-09-28
37069853000351,DF,BRASILIA,PLAZA BRASILIA HOTEIS E TURISMO LTDA.,KUBITSCHEK PLAZA,DEMAIS,Hotéis,2020-02-11
5126381000173,SE,ARACAJU,CELI EMPREENDIMENTOS HOTELEIROS LTDA,,DEMAIS,Hotéis,2002-05-09
32864795001144,SE,BARRA DOS COQUEIROS,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL BARRA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-01-03
32864795000687,SE,INDIAROBA,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL INDIAROBA,DEMAIS,Comércio a varejo de peças e acessórios novos para veículos automotores,2013-03-07
32864795000920,SE,NOSSA SENHORA DO SOCORRO,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL MEGA I,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-01-03
18098062000143,DF,BRASILIA,THE UNION HOTEL LTDA,THE UNION HOTEL,DEMAIS,Hotéis,2013-04-24
31602730000196,DF,BRASILIA,PARLANET WEB E TECNOLOGIA EIRELI,PARLANET,MICRO EMPRESA,"Portais, provedores de conteúdo e outros serviços de informação na internet",2018-09-25
32864795001497,SE,ARACAJU,REDE DE POSTOS PRESIDENTE LTDA,REDE PRESIDENTE - FILIAL PALESTINA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-01-03
5196080000116,RJ,RIO DE JANEIRO,CALLERI ASSESSORIA E CONSULTORIA IMOBILIARIA LTDA,,EMPRESA DE PEQUENO PORTE,Corretagem na compra e venda e avaliação de imóveis,2002-07-23
66970229001139,RJ,RIO DE JANEIRO,CLARO NXT TELECOMUNICACOES S/A,AIR FONE,DEMAIS,Serviço móvel especializado - SME,1999-03-02
2964380000100,SP,SAO PAULO,JOHN RICHARD LOCACAO DE MOVEIS LTDA.,JOHN RICHARD ALUGUEL DE MOVEIS,DEMAIS,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",1998-12-17
11414378000158,RJ,RIO DE JANEIRO,MSPRJ LOCACAO E COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA,ALOC,DEMAIS,Aluguel de máquinas e equipamentos para escritórios,2009-11-26
39599227000130,RJ,RIO DE JANEIRO,ICLIPPING SERVICOS DE MONITORAMENTO E INFORMACAO LTDA,ICLIPPING,MICRO EMPRESA,Outras atividades de prestação de serviços de informação não especificadas anteriormente,2020-10-28
4788356000192,ES,VITORIA,CONDOMINIO EDIFICIO MASTER TOWER,,DEMAIS,Condomínios prediais,1998-09-18
24270069000101,ES,VITORIA,L&F PARTICIPACOES E INVESTIMENTOS LTDA,,DEMAIS,Aluguel de imóveis próprios,2016-02-26
18074251000186,ES,VITORIA,ATI-SM INFORMATICA LTDA,ATI-SM SOLUCOES EM INFORMATICA,MICRO EMPRESA,Reparação e manutenção de computadores e de equipamentos periféricos,2013-05-07
34334759000122,ES,VITORIA,D. DE LIMA SCHUWARTZ COMERCIO DE MOVEIS,,MICRO EMPRESA,Comércio varejista de móveis,2019-07-26
10447367000101,RJ,RIO DE JANEIRO,ONLY TRAVEL VIAGENS E TURISMO LTDA,,MICRO EMPRESA,Agências de viagens,2008-10-31
28761038000104,ES,VITORIA,AUTO POSTO PORTO LTDA,POSTO DO PORTO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2017-09-29
5525707000135,ES,VITORIA,POSTO DE COMBUSTIVEIS PA LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2003-02-17
39400494000137,ES,VITORIA,AUTO POSTO PRESIDENTE LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1993-02-19
25540629000155,DF,BRASILIA,THIAGO DE CARVALHO DA SILVA 03590019123,TECFLEX SOLUCOES E INFRAESTRUTURA E SUPORTE,MICRO EMPRESA,Reparação e manutenção de computadores e de equipamentos periféricos,2016-08-12
12651293000156,ES,COLATINA,AGIL CALIMAN HOTEL LTDA,AGIL HOTEL,MICRO EMPRESA,Hotéis,2010-10-08
26980450000181,ES,VITORIA,AUTO POSTO VITORIA COMERCIO DE COMBUSTIVEIS LTDA,POSTO VITORIA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2017-01-30
1635041000206,ES,VILA VELHA,ITAPARICA PETROLEO E COMERCIO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2011-03-30
16670085034130,ES,VITORIA,LOCALIZA RENT A CAR SA,LOCALIZA,DEMAIS,Locação de automóveis sem condutor,2010-01-25
27066273000276,ES,VITORIA,POSTO ARVOREDO LTDA,POSTO MODELO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2008-12-16
35606285000193,ES,VITORIA,POSTO DE COMBUSTIVEIS ILHA DO PRINCIPE LTDA,POSTO ILHA DO PRINCIPE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2019-11-25
8589031000131,ES,VITORIA,AUTO POSTO SANTA PAULA LTDA,POSTO MARUIPE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2007-01-09
26058218000190,ES,SERRA,AUTO POSTO 5 ESTRELAS EIRELI,POSTO 5 ESTRELAS,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2016-08-29
23314250000100,ES,VILA VELHA,COMERCIO DE COMBUSTIVEIS LINDENBERG LTDA,,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,2015-09-18
27021112000185,ES,GUARAPARI,CORONADO HOTEIS E TURISMO LTDA,HOTEL CORONADO,MICRO EMPRESA,Hotéis,1972-09-05
3455936000103,ES,CARIACICA,POSTO JARDIM AMERICA DO GAS LTDA,POSTO JARDIM AMERICA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1999-10-14
29946821000105,ES,VILA VELHA,PEISINO AUTO POSTO & SERVICOS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2018-03-15
27066273000195,ES,VITORIA,POSTO ARVOREDO LTDA,POSTO MODELO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1973-11-06
3028906000102,ES,VITORIA,POLUS COMERCIO E SERVICOS LTDA,POSTO MONZA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1999-03-11
20774901000148,ES,VILA VELHA,VILA VELHA COMERCIO DE COMBUSTIVEIS LTDA,POSTO 9,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,2014-08-01
4765170000118,ES,VILA VELHA,CLOVESTUR VIAGENS E TURISMO LTDA,,DEMAIS,Agências de viagens,2001-10-31
4145589000681,ES,VITORIA,ARARA AZUL REDE DE POSTOS LTDA,POSTO ARARA AZUL,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2002-03-26
4228463000166,ES,VITORIA,AUTO POSTO MARLIN LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2001-01-11
