cnpj,uf,municipio,razao_social,nome_fantasia,porte,cnae_fiscal_descricao,data_inicio_atividade
5914650000166,RO,PORTO VELHO,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S.A,ENERGISA RO,DEMAIS,Distribuição de energia elétrica,1969-12-22
26320603000164,RO,PORTO VELHO,INFORMA NA HORA SERVICOS DE PUBLICIDADE E PROPAGANDA EIRELI,INFORMA NA HORA,MICRO EMPRESA,Atividades de rádio,2016-10-08
13659201000147,PR,CURITIBA,LINHA PURPURA FOTO E VIDEO LTDA,,MICRO EMPRESA,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",2011-05-17
17872428000127,RO,JI-PARANA,AMERICA  VIAGENS E TURISMO EIRELI,AMERICA VIAGENS E TURISMO,MICRO EMPRESA,Agências de viagens,2013-04-04
5423963000111,DF,BRASILIA,OI MOVEL S.A. - EM RECUPERACAO JUDICIAL,OI,DEMAIS,Telefonia móvel celular,2002-12-12
33453598021716,RO,PORTO VELHO,RAIZEN S.A.,,DEMAIS,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re",1983-02-11
84707538000120,RO,JI-PARANA,YURI COMERCIO DE COMBUSTIVEIS LTDA,AERO POSTO YURI,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,1995-04-01
84721745000130,RO,ARIQUEMES,O F CALADO EDICOES,ALERTA COMUNICACAO,EMPRESA DE PEQUENO PORTE,Atividades de rádio,1995-04-01
36413835000110,RO,BURITIS,R.TEODORO DE OLIVEIRA CONSULTORIA EM PUBLICIDADE,TV BURITI NET-TBN,MICRO EMPRESA,Agências de publicidade,2020-02-18
8941827000101,RO,PORTO VELHO,RONDONIA DINAMICA COMERCIO E SERVICOS DE INFORMATICA LTDA,RONDONIA DINAMICA,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática,2007-06-28
22285323000101,RO,ESPIGAO D'OESTE,PORTAL ESPIGAO LTDA,PORTAL ESPIGAO,MICRO EMPRESA,"Portais, provedores de conteúdo e outros serviços de informação na internet",2015-04-18
8742048000187,RO,PORTO VELHO,CMP COMUNICACAO E ASSESSORIA LTDA,RONDONIAAOVIVO.COM,MICRO EMPRESA,Edição de jornais diários,2007-04-03
30637754000118,RO,PORTO VELHO,RUBENS COITINHO DOS SANTOS,TUDORO,MICRO EMPRESA,"Portais, provedores de conteúdo e outros serviços de informação na internet",2018-06-06
34274233020120,MT,VARZEA GRANDE,VIBRA ENERGIA S.A,,DEMAIS,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re",2008-07-31
34274233011210,DF,BRASILIA,VIBRA ENERGIA S.A,,DEMAIS,"Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re",1972-10-12
39825435001344,MT,CACERES,MARLIM AZUL COMERCIO E TRANSPORTE DE PETROLEO E DERIVADOS LTDA,MARLIM AZUL,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2006-09-13
84010040002581,RO,PORTO VELHO,PIONEIRO COMBUSTIVEIS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2006-09-20
10575238000107,RO,PORTO VELHO,VOZ DE RONDONIA PUBLICIDADES E PROPAGANDA LTDA,O OBSERVADOR DE RONDONIA,MICRO EMPRESA,Agências de publicidade,2009-01-15
41845127000199,RO,JI-PARANA,J .J. M. CALADO EIRELI,J J CALADO PUBLICIDADE,MICRO EMPRESA,Agências de publicidade,2021-05-06
22172356000145,RO,JI-PARANA,SANTOS & FERNANDES SERVICOS LTDA,,MICRO EMPRESA,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",2015-04-01
29733167000143,RO,JI-PARANA,J C GODOI RICCI COMUNICACAO VISUAL,J C COMUNICACOES VISUAL,EMPRESA DE PEQUENO PORTE,Instalação de painéis publicitários,2018-02-21
28839939000163,SE,ARACAJU,CASA DESIGN SERVICOS DE APOIO ADMINISTRATIVO LTDA,SHOPPING CASA DESIGN,MICRO EMPRESA,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,2017-10-11
6028059000174,SE,ARACAJU,CASA SHOPPING DESIGN LTDA,CASA SHOPPING DESIGN,EMPRESA DE PEQUENO PORTE,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",2003-12-05
40432544010703,SE,ARACAJU,CLARO S.A.,CLARO,DEMAIS,Telefonia móvel celular,2005-08-01
13017462000163,SE,ARACAJU,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S.A,ENERGISA SE,DEMAIS,Distribuição de energia elétrica,1966-09-30
11088468000104,SE,ARACAJU,KAFLEX COMERCIAL LTDA,,DEMAIS,Comércio varejista de móveis,2009-08-20
26472085000102,SE,ARACAJU,MAXCOLOR COPIADORA & GRAFICA RAPIDA EIRELI,MAXCOLOR,MICRO EMPRESA,Fotocópias,2016-10-18
26433933000166,SE,ARACAJU,BEN COMUNICACAO EIRELI,BEN COMUNICACAO,MICRO EMPRESA,Agências de publicidade,2016-10-27
25012398000107,SP,SAO PAULO,GOOGLE CLOUD BRASIL COMPUTACAO E SERVICOS DE DADOS LTDA.,,DEMAIS,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",2016-06-16
26440622000124,SE,ARACAJU,JOSE EDMILSON DA SILVA JUNIOR SOCIEDADE INDIVIDUAL DE ADVOCACIA,,DEMAIS,Serviços advocatícios,2016-10-03
21591976000156,SE,ARACAJU,FRANCO E OLIVEIRA SERVICOS LTDA,2EME LOCADORA,MICRO EMPRESA,Locação de automóveis sem condutor,2014-12-18
32725905000115,SE,ARACAJU,POSTO RIO POXIM LTDA,POSTO RIO POXIM,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1989-07-17
39827859000104,SE,ARACAJU,SILVA MELO AGENCIA LTDA,MMTOUR AGENCIA DE VIAGENS,MICRO EMPRESA,Agências de viagens,2020-11-18
13128780000100,SE,ARACAJU,MUNICIPIO DE ARACAJU,ARACAJU PREF GABINETE DO PREFEITO,DEMAIS,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",1974-12-26
23412247000110,SP,SAO PAULO,AMAZON AWS SERVICOS BRASIL LTDA,,DEMAIS,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",2015-10-05
12481675000189,SE,ARACAJU,PAIXAO LOCADORA DE VEICULOS LTDA,PAIXAO TUR,MICRO EMPRESA,Serviço de transporte de passageiros - locação de automóveis com motorista,2010-09-02
29813266000135,PE,RECIFE,FAROL CONSULTORIA EM PUBLICIDADE LTDA,FAROL CONSULTORIA,MICRO EMPRESA,Consultoria em publicidade,2018-03-01
2351877000152,SP,SAO PAULO,LOCAWEB SERVICOS DE INTERNET S/A,LOCAWEB,DEMAIS,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",1997-12-23
41212183000196,SE,ARACAJU,RDI TECNOLOGIA E CONSULTORIA LTDA,RDI TECNOLOGIA E CONSULTORIA,MICRO EMPRESA,Desenvolvimento de programas de computador sob encomenda,2021-03-15
17630688000196,SE,ARACAJU,LOCADORA CB RENT A CAR EIRELI,CB RENT A CAR,EMPRESA DE PEQUENO PORTE,Locação de automóveis sem condutor,2013-02-22
16978175000108,DF,BRASILIA,ADRIA VIAGENS E TURISMO LTDA,ADRIA VIAGENS E TURISMO,MICRO EMPRESA,Agências de viagens,2012-10-05
2012862000160,SP,SAO PAULO,TAM LINHAS AEREAS S/A.,LATAM AIRLINES BRASIL,DEMAIS,Transporte aéreo de passageiros regular,1986-07-09
66970229026395,BA,SALVADOR,CLARO NXT TELECOMUNICACOES S/A,,DEMAIS,Serviço móvel especializado - SME,2020-10-02
13504675000110,BA,SALVADOR,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA,EMBASA,DEMAIS,"Captação, tratamento e distribuição de água",1971-07-08
2421421000979,BA,SALVADOR,TIM S A,,DEMAIS,Serviços de telefonia fixa comutada - STFC,1999-10-19
30727829000151,DF,BRASILIA,BUNKER BRAIN AUDIOVISUAL EIRELI,BUNKER DIGITAL INTERNET E AUDIOVISUAL,MICRO EMPRESA,Marketing direto,2018-06-18
35184919000167,BA,FEIRA DE SANTANA,JCAR LOCADORA DE AUTOMOVEIS LTDA,JCAR,MICRO EMPRESA,Locação de automóveis sem condutor,2019-10-14
12120914000175,DF,BRASILIA,ALINE MARQUES SILVERIO 97963526134,OPEN AIR TRAVEL,MICRO EMPRESA,Agências de viagens,2010-06-23
9296295000160,SP,BARUERI,AZUL LINHAS AEREAS BRASILEIRAS S.A.,,DEMAIS,Transporte aéreo de passageiros regular,2008-01-04
33937681000178,SP,SAO PAULO,LATAM AIRLINES GROUP S/A,LATAM AIRLINES,DEMAIS,Transporte aéreo de passageiros regular,1973-08-28
7053147000199,SP,SAO PAULO,TRADEAL SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA,,DEMAIS,Consultoria em tecnologia da informação,2004-10-22
3907757000151,BA,PORTO SEGURO,ARAGUACY DA SILVA FONSECA EIRELI,POUSADA DO BOSQUE,MICRO EMPRESA,Hotéis,2000-06-21
33776546000198,SP,JUNDIAI,ALPHAJETS TAXI AEREO LTDA,ALPHAJETS AVIATION,DEMAIS,Serviço de táxi aéreo e locação de aeronaves com tripulação,2019-05-30
32216743000190,DF,BRASILIA,POSTO DE COMBUSTIVEIS 309 SUL LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2018-12-10
22359283000103,SP,SAO PAULO,BT FARIA LIMA HOTEIS LTDA,,DEMAIS,Apart-hotéis,2015-04-30
306597001683,DF,BRASILIA,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,POSTO ESTACAO 23,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1986-07-30
28287640000143,SP,SAO PAULO,DOUGLAS FERREIRA DOS SANTOS 32707531871,,MICRO EMPRESA,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",2017-07-28
13331488000181,BA,FEIRA DE SANTANA,J. PEDRO DE BRITO BORGES & CIA LTDA,PW LOOCAR LOCADORA DE VEICULOS,MICRO EMPRESA,Locação de automóveis sem condutor,2011-02-25
5298154000125,RJ,RIO DE JANEIRO,WINDSOR BARRA HOTEL S/A,WINDSOR OCEANICO E WINDSOR TOWER,DEMAIS,Hotéis,2002-09-26
29135406000163,BA,SALVADOR,RAMON MARGIOLLE PEREIRA DA SILVA 01199720500,INFORME BAIANO,MICRO EMPRESA,Edição de jornais diários,2017-11-23
6981180000116,MG,BELO HORIZONTE,CEMIG DISTRIBUICAO S.A,CEMIG D,DEMAIS,Distribuição de energia elétrica,2004-09-15
40432544011262,MG,BELO HORIZONTE,CLARO S.A.,CLARO,DEMAIS,Telefonia móvel celular,2005-08-01
10589016000135,MG,BELO HORIZONTE,GREENWICH EMPREENDIMENTOS LTDA,GREENWICH,MICRO EMPRESA,Gestão e administração da propriedade imobiliária,2009-01-21
1003939000172,MG,BELO HORIZONTE,COMPUMAKE LOCACAO DE COMPUTADORES LTDA,,MICRO EMPRESA,Comércio atacadista de suprimentos para informática,1995-12-22
32845401000139,MG,BELO HORIZONTE,LOJA AZUL TELECOMUNICACOES LTDA,LOJA AZUL,MICRO EMPRESA,Aluguel de máquinas e equipamentos para escritórios,2019-02-21
21814894000123,MG,BELO HORIZONTE,POSTO CATEDRAL LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2015-02-04
16631418000137,MG,BELO HORIZONTE,POSTO RIEGERT LTDA,POSTO ERWIN RIEGERT,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1973-03-29
4437534000130,MG,BELO HORIZONTE,UNIDAS S.A.,UNIDAS RENT A CAR,DEMAIS,Locação de automóveis sem condutor,2001-05-11
8754832000105,MG,BELO HORIZONTE,A & C CONSERVACAO E LIMPEZA LTDA,,MICRO EMPRESA,Limpeza em prédios e em domicílios,2007-04-11
18715383000140,MG,BELO HORIZONTE,MUNICIPIO DE BELO HORIZONTE,BELO HORIZONTE GABINETE DO PREFEITO,DEMAIS,Administração pública em geral,1974-12-31
17176561000149,MG,BELO HORIZONTE,COMERCIO DE COMBUSTIVEIS ALEX LTDA,POSTO ALEX,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1966-09-15
17185760000113,MG,BELO HORIZONTE,POSTO PIRAJA LIMITADA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1966-09-02
42915694000137,MG,BELO HORIZONTE,POSTO DE COMBUSTIVEL PASSARELA LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1992-09-04
17272550000162,MG,BELO HORIZONTE,POSTO ZEPPE SAO JOSE LTDA,POSTO SAO JOSE,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1966-08-16
39786983000179,ES,CARIACICA,VD COMERCIO DE VEICULOS LTDA,VITORIA DIESEL,DEMAIS,"Comércio a varejo de automóveis, camionetas e utilitários novos",1993-09-14
45543915017076,MG,BELO HORIZONTE,CARREFOUR COMERCIO E INDUSTRIA LTDA,CARREFOUR-SUPERNOSSO,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",2001-02-08
64631344000262,SP,SAO PAULO,INDUSTRIA DE HOTEIS GUZZONI S/A,,DEMAIS,Hotéis,2015-02-23
41732397000193,MG,BELO HORIZONTE,POSTO CARIJO LTDA,POSTO CARIJO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1991-12-05
1553201000189,MG,VESPASIANO,POSTO SINALEIRO LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1996-11-25
16626814000176,MG,BELO HORIZONTE,ALMADA & CIA LIMITADA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1973-02-26
8160834000176,MG,BELO HORIZONTE,POSTO TUNEL LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2006-07-12
911111000150,MG,BELO HORIZONTE,AUTO POSTO VERONA LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1995-11-14
5009866000187,MG,BELO HORIZONTE,POSTO PALHA VERDE LTDA,POSTO BEIJA FLOR,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2002-04-08
66215898000123,MG,BELO HORIZONTE,POSTO TATIANA LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1991-06-19
21790274000100,MG,BELO HORIZONTE,POSTO ODEON LTDA,,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,1980-09-24
37842300000128,MG,BELO HORIZONTE,POSTO SANTO INACIO DE LOYOLA LTDA,SANTO INACIO DE LOYOLA,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,2020-07-24
4463276000833,SP,GUARULHOS,HOTELARIA BRASIL LTDA,,DEMAIS,Hotéis,2003-09-25
42969048000152,MG,BELO HORIZONTE,POSTO MANGABEIRAS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1992-12-11
17269218000149,MG,BELO HORIZONTE,TIC TAC DERIVADOS DE PETROLEO LTDA,POSTO TIC TAC,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1966-09-30
32650507000187,MG,BELO HORIZONTE,POSTO DE COMBUSTIVEIS CENTER SUL LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2019-02-04
4038996000185,MG,BELO HORIZONTE,POSTO LESTE LTDA,,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,2000-08-09
21504196000121,MG,BELO HORIZONTE,SOCIEDADE COMERCIAL CANAA LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1985-10-11
14995581000153,MT,CUIABA,AGUAS CUIABA S.A. - CONCESSIONARIA DE SERVICOS PUBLICOS DE AGUA E ESGOTO,AGUAS CUIABA S.A,DEMAIS,"Captação, tratamento e distribuição de água",2012-02-03
21441502000128,MT,CUIABA,CARLITO FRANCISCO DA COSTA 47427469100,ART'OFICIAL COMUNICACAO VISUAL,MICRO EMPRESA,Produção de artefatos estampados de metal,2014-11-20
9236804000169,MT,CUIABA,CIA DAS PISCINAS EIRELI,CIA. DAS PISCINAS,MICRO EMPRESA,Atividades de limpeza não especificadas anteriormente,2007-12-04
3467321000199,MT,CUIABA,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,ENERGISA MT,DEMAIS,Distribuição de energia elétrica,1966-08-25
15270056000133,MT,VARZEA GRANDE,IDEALE NEGOCIOS IMOBILIARIOS EIRELI,IDEALE IMOVEIS,MICRO EMPRESA,Corretagem na compra e venda e avaliação de imóveis,2012-03-23
75315333002829,MT,CUIABA,ATACADAO S.A.,,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",1986-10-20
7342935000103,MT,CUIABA,CXW SERVICOS E NEGOCIOS DE TECNOLOGIA EIRELI,CONVEX MT,EMPRESA DE PEQUENO PORTE,Aluguel de máquinas e equipamentos para escritórios,2005-04-18
13347016000117,SP,SAO PAULO,FACEBOOK SERVICOS ONLINE DO BRASIL LTDA.,,DEMAIS,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",2011-02-14
692418002070,DF,BRASILIA,AUTO POSTO CINCO ESTRELAS LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2020-08-26
816009000256,MT,BARRA DO GARCAS,AUTO POSTO DRACENA LTDA,RODO REDE DRACENA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1998-07-01
37488012000117,MT,CUIABA,B & M COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES LTDA,MORADA SANTA ROSA,MICRO EMPRESA,Comércio varejista de combustíveis para veículos automotores,1993-05-28
9001879001809,MT,CUIABA,COMERCIAL AMAZONIA DE PETROLEO LTDA,AMAZONIA 14,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2016-09-08
9001879000837,MT,CUIABA,COMERCIAL AMAZONIA DE PETROLEO LTDA,AMAZONIA 07,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2007-08-21
15501715000103,MT,POXOREU,LESTE COMERCIO DE PETROLEO E DERIVADOS LTDA,POSTO PRIMAVERA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2012-05-04
11030631000170,MT,CUIABA,K. Q. MOURA,POSTO SENNA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2009-08-06
19226325000115,MT,VARZEA GRANDE,SAL ALUGUEL DE CARROS LTDA,SAL ALUGUEL DE CARROS,EMPRESA DE PEQUENO PORTE,Locação de automóveis sem condutor,2013-10-22
24721508000147,MT,CUIABA,DOMINGOS SAVIO QUEIROZ PORTO,CHAVELANDIA CHAVES FECHADURAS E SISTEMAS DE SEGURANCA,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente,1988-08-09
27899860000165,MT,CUIABA,FANALLI COMERCIO DE GENEROS ALIMENTICIOS EIRELI,L H FANALLI,MICRO EMPRESA,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,2017-06-01
14948249000138,MT,CUIABA,HELIO ANTONIO MARTINS LOPES 39507157115,LOPES DESENTUPIDORA,MICRO EMPRESA,"Atividades relacionadas a esgoto, exceto a gestão de redes",2012-01-26
34036085000180,MT,CUIABA,MANOEL MESSIAS DOS SANTOS 63098733187,Santos Cell,MICRO EMPRESA,Reparação e manutenção de equipamentos de comunicação,2019-06-26
26094971000131,MT,VARZEA GRANDE,SUMMER SERVICOS LTDA,SUMMER FILME,MICRO EMPRESA,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores",2016-08-25
25982667000168,MT,CUIABA,RITA DE CASSIA P. M. DE ARRUDA,DISTRIBUIDORA AGUA E GAS CACHACA DOCE,MICRO EMPRESA,Comércio varejista de gás liqüefeito de petróleo (GLP),2016-08-18
8216108000128,MT,CUIABA,ZF INFORMATICA E PAPELARIA LTDA,RODARTE INFORMATICA E PAPELARIA,EMPRESA DE PEQUENO PORTE,Comércio atacadista de suprimentos para informática,2006-08-10
5217384000201,DF,BRASILIA,H PLUS ADMINISTRACAO E HOTELARIA LTDA,HOTEL SAINT MORITZ,DEMAIS,Apart-hotéis,2011-07-21
366518000143,DF,BRASILIA,IRFATUR TURISMO E HOTELARIA SA,ARACOARA HOTEL,DEMAIS,Hotéis,1973-11-07
106531000163,MT,CUIABA,PETROLSTYLL COMERCIO DE PETROLEO LTDA,POSTO EMBOAVA 08 DE ABRIL,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1994-07-05
3927792000132,MT,CACERES,COMLUC - COMERCIO DE LUBRIFICANTES E COMBUSTIVEIS LTDA,POSTO CARRETAO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2000-07-11
4223550000120,MT,CUIABA,RIBEIRO MIGUEL SUTIL AUTO POSTO LTDA,POSTO MILLENIUM,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2001-01-08
19495968000164,MT,CUIABA,REDE DE POSTOS CONTI COMIGO LTDA,POSTO CONTI COMIGO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-01-02
9317212000171,MT,CUIABA,ELITE TRAVEL ASSESSORIA DE VIAGEM E OPERADORA TURISTICA LTDA,ELITE TRAVEL ASSESSORIA DE VIAGEM,EMPRESA DE PEQUENO PORTE,Agências de viagens,2008-01-23
73431686001030,SP,SAO PAULO,KONTIK FRANSTUR VIAGENS E TURISMO LTDA,,DEMAIS,Agências de viagens,1999-06-24
40536226000126,MT,VARZEA GRANDE,FELIPE ALESSANDRO DA SILVA 04758623171,FS PINTURAS,MICRO EMPRESA,Serviços de pintura de edifícios em geral,2021-01-24
4858637000174,MT,CUIABA,OUTIMPRESS SOLUCOES INTELIGENTES EIRELI,OUTIMPRESS SOLUCOES INTELIGENTES,EMPRESA DE PEQUENO PORTE,Impressão de material para uso publicitário,2002-01-10
42002876000117,MT,CUIABA,BENEDITA GOMES DE SOUZA 65223420144,,MICRO EMPRESA,Serviços domésticos,2021-05-19
3533064000146,MT,CUIABA,MUNICIPIO DE CUIABA,GABINETE DO PREFEITO,DEMAIS,Administração pública em geral,1975-08-21
12373037000144,MT,CUIABA,RALPH SANTOS VAILANT 62986678149,RALPH DECORACOES,MICRO EMPRESA,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração",2010-08-12
75315333028542,MT,CUIABA,ATACADAO S.A.,,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados",2020-10-28
31779735000199,MT,CUIABA,FOX EMBALAGEM E DESCARTAVEIS LTDA,FOX EMBALAGEM E DESCARTAVEIS,MICRO EMPRESA,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,2018-10-16
26638179000109,MT,CUIABA,MARIA LUCIA ALVES DE ALMEIDA,MUNDIAL AGUA E GAS,MICRO EMPRESA,Comércio varejista de bebidas,2016-11-30
3754778000184,MT,CUIABA,QUIMISTAR COMERCIO E INDUSTRIA LTDA,QUIMISTAR,EMPRESA DE PEQUENO PORTE,Fabricação de desinfestantes domissanitários,2000-04-05
25003961000180,MT,CUIABA,JOSIMERY OLIVEIRA BATISTA 01271724162,TA CHEGANDO,MICRO EMPRESA,Comércio varejista de bebidas,2016-06-15
36961837000144,MT,NOBRES,COMBUSTIVEIS E LUBRIFICANTES BUSSOLARO LTDA,POSTO XAXIM,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1991-07-23
26786673000102,MT,CUIABA,TRANSOLOS LTDA,BOTA FORA,EMPRESA DE PEQUENO PORTE,Comércio varejista de materiais de construção não especificados anteriormente,1991-03-04
37525326000142,MT,GUARANTA DO NORTE,POSTO CACHIMBO LTDA,POSTO CACHIMBO,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,1992-12-29
29028064000182,MT,CUIABA,J.J. DO ESPIRITO SANTO - DESIGN,JACKSON DESIGN,MICRO EMPRESA,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",2017-10-31
32957201000178,MT,PORTO ESPERIDIAO,AUTO POSTO PORTO LTDA,AUTO POSTO PORTO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1989-04-11
14309509000125,MT,ALTA FLORESTA,FLORESTA HOTELARIA E TURISMO LTDA.,CALECHE PARK HOTEL,EMPRESA DE PEQUENO PORTE,Hotéis,2011-09-19
26582684000170,MT,NOSSA SENHORA DO LIVRAMENTO,COMERCIO DE DERIVADOS DE PETROLEO BALDUINO LTDA,POSTO PANTANAL,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1990-10-15
5482957000135,MT,DENISE,ZENILDA LOURENCO DE SOUZA,HOTEL E RESTAURANTE MINAS GERAIS,MICRO EMPRESA,Hotéis,2002-11-28
4283896000114,MT,CACERES,AMELIA BORGES ALVES E CIA LTDA,LA BARCA HOTEL,MICRO EMPRESA,Hotéis,2001-02-06
32951238000199,MT,PONTES E LACERDA,MANENTI E MANENTI LTDA,POSTO TUIUIU,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1989-03-22
8455945000100,MT,CAMPO VERDE,PAULO ANDREIS E CIA LTDA,POSTO ARARAS,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2006-11-22
19754617000120,MT,VARZEA GRANDE,REDE DE POSTOS DA HORA LTDA,POSTO DA HORA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2014-02-12
3274792000180,MT,PONTES E LACERDA,VERONA HOTEL LTDA,VERONA HOTEL,EMPRESA DE PEQUENO PORTE,Hotéis,1986-12-16
22200277000109,MT,VARZEA GRANDE,JEFFERSON SILVA CORREIA EIRELI,SHALOM CONSTRUCAO,MICRO EMPRESA,Outras obras de engenharia civil não especificadas anteriormente,2015-04-02
15007412000120,MT,CACERES,AUTO POSTO J. F. EIRELI,POSTO JF,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1980-09-03
26602128000119,MT,NOVA CANAA DO NORTE,AUTO POSTO NOVO CEU LTDA,POSTO NOVO CEU,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1990-04-03
41135970000262,MT,ARAPUTANGA,AUTO POSTO TORINHO LTDA,AUTO POSTO TORINHO,DEMAIS,Comércio varejista de combustíveis para veículos automotores,2021-03-12
25043751000116,MT,ARAPUTANGA,MARIA SALETE ORBEN TURAZZI 37984225168,HOTEL ARAPUTANGA,MICRO EMPRESA,Outros alojamentos não especificados anteriormente,2016-06-21
36820507000139,MT,PONTES E LACERDA,HOTEL HOLLYWOOD LTDA,HOTEL HOLLYWOOD,MICRO EMPRESA,Hotéis,2020-03-31
9212323000113,MT,ALTA FLORESTA,HOTEL MATO GROSSO LTDA,HOTEL MATO GROSSO,EMPRESA DE PEQUENO PORTE,Hotéis,2007-11-23
25035105000107,MT,COLIDER,HOTEL POUSADA DAS PALMEIRAS EIRELI,HOTEL POUSADA DAS PALMEIRAS,MICRO EMPRESA,Hotéis,2016-06-20
2511780000160,MT,SINOP,BONFIGLIO & CIA. LTDA,ITALIAN PALACE HOTEL,EMPRESA DE PEQUENO PORTE,Hotéis,1986-09-08
2869615000184,MT,CUIABA,BOM CLIMA COMERCIO DE COMBUSTIVEIS LTDA,POSTO BOM CLIMA,EMPRESA DE PEQUENO PORTE,Comércio varejista de combustíveis para veículos automotores,1998-11-19
15008923000167,MT,POCONE,POSTO CARGA PESADA LTDA,POSTO CARGA PESADA,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1980-12-17
3023665000109,MT,VARZEA GRANDE,COMERCIAL DE PETROLEO F.CORREA LTDA,,DEMAIS,Comércio varejista de combustíveis para veículos automotores,1998-08-31
